dataset,t,estimated_number_of_nodes,gt_nodes_frame,hyb_pred_nodes,hyb_tp,tp_diff,pred_diff,cv_texture,sharpness_ratio,contrast_ratio,dyn_range,vol_mean,vol_std,fg_ratio,bg_gradient_std,max_to_med,snr_proxy,bg_median,bg_noise,p01,p995,vol_max
44b6_0113de3b,0,25755,1,351,1,1,350,1.0284280664169827,13.342669849967798,0.4196227160363192,1471.0,218.6219024658203,224.83691071360641,0.061580657958984375,0.9934161176584827,18.941557211587195,10.872296746028077,154.0,124.53669384729429,37.0,1508.0,2917.0
44b6_0113de3b,1,25755,1,360,1,1,359,1.030457276896693,13.953857832719606,0.4124893906792379,1479.0,218.93585968017578,225.6040600856432,0.06134796142578125,0.9864410473749041,19.709676147762828,10.928505074848015,155.0,124.53669384729429,37.0,1516.0,3055.0
44b6_0113de3b,2,25755,1,359,1,1,358,1.0318717513213518,15.304379065460791,0.4148790142455359,1501.0,220.72113037109375,227.75590966836643,0.06130409240722656,0.9935255931968869,21.65384476577918,10.966575600358206,156.0,126.01927353595256,37.0,1538.0,3378.0
44b6_0113de3b,3,25755,0,345,0,0,345,1.0336441892614723,12.98930763601749,0.4163522208912589,1503.0,220.9509506225586,228.38467655924805,0.06125831604003906,0.995834421297353,18.397434718113157,11.055413318712866,156.0,125.27798369162343,38.0,1541.0,2870.0
44b6_0113de3b,4,25755,0,353,0,0,353,1.0316859967742362,12.649585293936664,0.41841065341170813,1503.0,221.272066116333,228.2833024063837,0.060516357421875,0.9932867570998279,17.942306542159837,10.926110249162413,156.0,126.7605633802817,38.0,1541.0,2799.0
44b6_0113de3b,5,25755,0,356,0,0,356,1.0441807318453522,14.868549946217431,0.42056848813338016,1521.0,221.6086883544922,231.39953283108954,0.060405731201171875,0.9982183459367039,21.121793517833748,10.995917742238776,156.0,127.50185322461083,37.0,1558.0,3295.0
44b6_0113de3b,6,25755,0,362,0,0,362,1.0423989906209095,13.952537096684924,0.42064877886181645,1538.0,223.04186248779297,232.49862274747298,0.060306549072265625,0.9977192284134347,19.82165478842963,10.985820987363647,157.0,128.9844329132691,36.0,1574.0,3112.0
44b6_0113de3b,7,25755,0,367,0,0,367,1.0416515337238648,14.676436379242935,0.41383086240690287,1555.0,226.2129421234131,235.63506852755643,0.060642242431640625,0.992125414889994,20.74999870312508,10.906321202676423,160.0,131.20830244625648,36.0,1591.0,3320.0
44b6_0113de3b,8,25755,0,347,0,0,347,1.0354339491909768,14.1804901618388,0.41345445659362484,1561.0,227.56617164611816,235.62975016415132,0.060024261474609375,0.987615786735775,20.043477015933103,10.89052164655541,161.0,131.94959229058563,37.0,1598.0,3227.0
44b6_0113de3b,9,25755,0,369,0,0,369,1.0345937592331071,13.69457668305368,0.40522060016861217,1555.0,230.4561824798584,238.42853851628524,0.06005287170410156,0.9841752928508891,19.243901265615776,10.702065864606285,164.0,133.4321719792439,37.0,1592.0,3156.0
44b6_0113de3b,10,25755,0,371,0,0,371,1.0393633540964087,17.47709203453985,0.4008008991224103,1593.0,232.5329532623291,241.68624063431133,0.060558319091796875,0.9859800457836678,24.48192623602854,10.843883811626414,166.0,134.91475166790215,36.0,1629.0,4064.0
44b6_0113de3b,11,25755,0,366,0,0,366,1.0443394200321106,17.048954415504323,0.40276410077975344,1596.0,232.85884475708008,243.1836813263505,0.06082344055175781,0.988488902874218,23.915661209899927,10.866120073714507,166.0,134.91475166790215,36.0,1632.0,3970.0
44b6_0113de3b,12,25755,0,375,0,0,375,1.0263812383515067,14.255315151002188,0.3921931898103315,1578.0,235.28065299987793,241.48765824997824,0.060459136962890625,0.9708872553525527,19.846152671825287,10.601379657540154,169.0,136.39733135656041,37.0,1615.0,3354.0
44b6_0113de3b,13,25755,0,378,0,0,378,1.0309101269462588,13.479452688209342,0.38816938921843663,1601.0,235.98880004882812,243.28325412533397,0.05973243713378906,0.9722458425547045,18.711763605190377,10.639692776723358,170.0,137.87991104521868,36.0,1637.0,3181.0
44b6_0113de3b,14,25755,0,388,0,0,388,1.0346398199081825,16.030055751835988,0.3948062664489535,1606.5650000000023,237.11706924438477,245.33077216656451,0.05964088439941406,0.9801020278485335,22.35882221418693,10.56643639605732,170.0,139.36249073387694,36.0,1642.5650000000023,3801.0
44b6_0113de3b,15,25755,0,370,0,0,370,1.041665524099903,17.75759887033711,0.39796828011741486,1632.5650000000023,239.05257987976074,249.01284132454018,0.060314178466796875,0.9904703781082006,24.82455995178012,10.688968469872055,171.0,140.10378057820608,36.0,1668.5650000000023,4245.0
44b6_0113de3b,16,25755,0,374,0,0,374,1.0313500374848776,15.761250042066942,0.39695456373694216,1611.0,236.08532524108887,243.4866193505269,0.05922508239746094,0.9738574992513982,22.017750176464485,10.865314420798416,169.0,136.39733135656041,40.0,1651.0,3721.0
44b6_0113de3b,17,25755,0,379,0,0,379,1.0272494988022312,12.527771646254012,0.392719623000324,1630.0,239.54777908325195,246.07534627495318,0.05886268615722656,0.9670031935048418,17.447673404205034,10.806427027921385,172.0,138.62120088954782,40.0,1670.0,3001.0
44b6_0113de3b,18,25755,0,364,0,0,364,1.0153582049686896,12.304424617032982,0.3839521297036649,1623.0,240.80767440795898,244.50605818313196,0.05804252624511719,0.9513019183502069,17.028734653520996,10.684366254616485,174.0,139.36249073387694,40.0,1663.0,2963.0
44b6_0113de3b,19,25755,0,380,0,0,380,1.009957643084246,13.342684713885575,0.3843982868264579,1621.0,243.65410232543945,246.08033301198498,0.05733489990234375,0.9486792312409835,18.47158985956876,10.38660031028374,176.0,143.0689399555226,41.0,1662.0,3251.0
44b6_0113de3b,20,25755,0,390,0,0,390,1.0092869409511298,15.407372273387292,0.38975211274504196,1636.0,245.98612785339355,248.27059659043448,0.05728912353515625,0.9531074335685268,21.41242816878937,10.31709622868557,177.0,145.29280948851002,40.0,1676.0,3790.0
44b6_0113de3b,21,25755,0,357,0,0,357,1.0088831268205054,14.785777495832956,0.38988704848416994,1641.0,247.39989852905273,249.59759329189777,0.05708885192871094,0.9583855507169069,20.55056064322693,10.246948796811417,178.0,146.77538917716828,41.0,1682.0,3658.0
44b6_0113de3b,22,25755,0,391,0,0,391,1.0031550039369141,11.638660789921326,0.38417035391923815,1659.0,251.91900825500488,252.71382374938298,0.05755805969238281,0.9495668483947304,16.10988922473136,10.187969465493989,182.0,148.9992587101557,41.0,1700.0,2932.0
44b6_0113de3b,23,25755,0,388,0,0,388,0.9913535393060727,10.602579348498583,0.37874740697258563,1655.0,256.447021484375,254.229672306571,0.056232452392578125,0.9408477438706149,14.618278783963506,9.840530759667825,186.0,153.44699777613047,41.0,1696.0,2719.0
44b6_0113de3b,24,25755,0,389,0,0,389,0.9779610581215207,11.128632007490799,0.3698610961271109,1634.0,257.5338897705078,251.85812512172745,0.056060791015625,0.9271238433773916,15.244680040176593,9.744232371603424,188.0,152.70570793180133,42.0,1676.0,2866.0
44b6_0113de3b,25,25755,0,388,0,0,388,0.9761769967416271,10.452585185863192,0.3622812626270823,1639.0,256.1088809967041,250.00760805199133,0.05610466003417969,0.922906764424406,14.239360944714843,9.82466764617187,188.0,151.9644180874722,42.0,1681.0,2677.0
44b6_0113de3b,26,25755,0,379,0,0,379,0.9706283472420504,10.59419552399166,0.3571806905414848,1661.0,261.9358768463135,254.24239693301794,0.055500030517578125,0.917454965837444,14.378237596982508,9.706375566957112,193.0,155.67086730911788,43.0,1704.0,2775.0
